data_id,num_item_id,age,comprehension,production,language,form,birth_order,ethnicity,sex,zygosity,norming,mom_ed,longitudinal,source_name,license,item_id,definition,type,category,lexical_category,lexical_class,word,complexity_category,produces
133934,165,16,8,8,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133935,165,16,31,31,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133936,165,16,52,52,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133937,165,16,12,12,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133938,165,16,23,23,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133939,165,16,19,19,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133940,165,16,51,51,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133941,165,16,28,28,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133942,165,16,154,154,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133943,165,16,26,26,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133944,165,16,1,1,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133945,165,16,78,78,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133946,165,16,151,151,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133947,165,16,48,48,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133948,165,16,85,85,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133949,165,16,49,49,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133950,165,16,89,89,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133951,165,16,64,64,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133952,165,16,279,279,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133953,165,16,160,160,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133954,165,16,74,74,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133955,165,16,70,70,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133956,165,16,8,8,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133957,165,16,37,37,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133958,165,16,10,10,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133959,165,16,27,27,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133960,165,16,41,41,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133961,165,16,156,156,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133962,165,16,40,40,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133963,165,16,34,34,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133964,165,16,8,8,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133965,165,16,17,17,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133966,165,16,22,22,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133967,165,16,7,7,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133968,165,16,81,81,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133969,165,16,67,67,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133970,165,16,29,29,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133971,165,16,151,151,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133972,165,16,18,18,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133973,165,16,76,76,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133974,165,16,12,12,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133975,165,16,66,66,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133976,165,16,28,28,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133977,165,16,8,8,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133978,165,16,32,32,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133979,165,16,20,20,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133980,165,16,73,73,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133981,165,16,129,129,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133982,165,16,6,6,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133983,165,16,98,98,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133984,165,16,8,8,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133985,165,16,47,47,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133986,165,16,52,52,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133987,165,16,58,58,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133988,165,16,6,6,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133989,165,16,26,26,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133990,165,16,60,60,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133991,165,16,8,8,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133992,165,16,29,29,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133993,165,16,30,30,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133994,165,16,33,33,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133995,165,16,188,188,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133996,165,16,17,17,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133997,165,16,61,61,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
133998,165,16,18,18,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
133999,165,16,240,240,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134000,165,16,49,49,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134001,165,16,56,56,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134002,165,16,82,82,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134003,165,16,155,155,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134004,165,16,9,9,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134005,165,16,3,3,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134006,165,16,16,16,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134007,165,16,49,49,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134008,165,16,26,26,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134009,165,16,56,56,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134010,165,16,9,9,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134011,165,16,110,110,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134012,165,16,29,29,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134013,165,16,160,160,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134014,165,16,2,2,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134015,165,16,4,4,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134016,165,16,11,11,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134017,165,16,278,278,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134018,165,16,98,98,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134019,165,16,35,35,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134020,165,16,10,10,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134021,165,16,47,47,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134022,165,16,28,28,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134023,165,16,36,36,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134024,165,16,26,26,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134025,165,16,94,94,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134026,165,16,43,43,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134027,165,16,56,56,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134028,165,16,26,26,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134029,165,16,124,124,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134030,165,16,26,26,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134031,165,16,42,42,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134032,165,16,81,81,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134033,165,16,23,23,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134034,165,16,260,260,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134035,165,16,7,7,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134036,165,16,148,148,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134037,165,16,156,156,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134038,165,16,23,23,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134039,165,16,26,26,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134040,165,16,90,90,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134041,165,16,45,45,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134042,165,16,56,56,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134043,165,16,91,91,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134044,165,16,14,14,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134045,165,16,32,32,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134046,165,16,134,134,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134047,165,16,46,46,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134048,165,16,173,173,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134049,165,16,47,47,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134050,165,16,4,4,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134051,165,16,120,120,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134052,165,16,58,58,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134053,165,16,60,60,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134054,165,16,73,73,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134055,165,16,60,60,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134056,165,16,43,43,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134057,165,16,26,26,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134058,165,16,26,26,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134059,165,16,48,48,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134060,165,16,182,182,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134061,165,16,8,8,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134062,165,16,27,27,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134063,165,16,17,17,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134064,165,16,35,35,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134065,165,16,133,133,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134066,165,16,101,101,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134067,165,16,76,76,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134068,165,16,153,153,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134069,165,16,76,76,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134070,165,16,5,5,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134071,165,16,101,101,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134072,165,16,65,65,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134073,165,16,176,176,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134074,165,16,1,1,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134075,165,16,62,62,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134076,165,16,19,19,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134077,165,16,40,40,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134078,165,16,18,18,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134079,165,16,22,22,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134080,165,16,3,3,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134081,165,16,20,20,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134082,165,16,20,20,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134083,165,16,48,48,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134084,165,16,6,6,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134085,165,16,93,93,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134086,165,16,23,23,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134087,165,16,82,82,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134088,165,16,55,55,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134089,165,16,99,99,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134090,165,16,29,29,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134091,165,16,46,46,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134092,165,16,9,9,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134093,165,16,7,7,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134094,165,16,232,232,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
134095,165,16,18,18,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,FALSE
134096,165,16,230,230,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_165,hat,word,clothing,nouns,nouns,hat,,TRUE
